course_number,title,tags,notes,is_corecs,is_advancedcs,is_secondary,is_programming1,is_programming2,is_formalreasoning,is_complimitations,is_algorithms,is_intermediatealgorithms,is_systems,is_computationandtheworld,is_ai,is_probability,is_linearalgebra,is_discretemath
ES170,Engineering Quantum Mechanics,corecs,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES256,Informal Robotics,corecs,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES50,Introduction to Electrical Engineering,corecs,Mutually exclusive with ES54,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES54,Electronics for Engineers,corecs,Mutually exclusive with ES50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MATH101,"Sets, Groups and Topology","corecs, formalreasoning, discretemath",Class of 2026 and later: Mutually exclusive with CS20 and MATH152,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
MATH152,Discrete Mathematics,"corecs, formalreasoning, discretemath",Mutually exclusive with CS20 and MATH101,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
MATH154,Probability Theory,probability,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MATH1A,Introduction to Calculus,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MATH1B,Introduction to Calculus,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MATH21A,Multivariable Calculus,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MATH21B,Linear Algebra and Differential Equations,linearalgebra,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
MATH22A,Vector Calculus and Linear Algebra I,linearalgebra,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
MATH23A,Linear Algebra and Real Analysis I,linearalgebra,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
MATH23B,Linear Algebra and Real Analysis II,linearalgebra,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
MATH23C,"Mathematics for Computation, Statistics, and Data Science",discretemath,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
MATH25A,Theoretical Linear Algebra and Real Analysis I,linearalgebra,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
MATH25B,Theoretical Linear Algebra and Real Analysis II,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MATH55A,Studies in Algebra and Group Theory,linearalgebra,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
MATH55B,Studies in Real and Complex analysis,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MATHMA,Introduction to Functions and Calculus I,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MATHMB,Introduction to Functions and Calculus II,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 21M.387 / MIT 6.S197,Fundamentals of Music Processing,"corecs, computationandtheworld",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
MIT 6.1040 / MIT 6.170,Software Studio,"corecs, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 6.1060 / MIT 6.172,Performance Engineering of Software Systems,"corecs, systems, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 6.3700 (Spring 2027 only),Introduction to Probability,probability,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"MIT 6.3900 / MIT 6.036 (Fall only, 2025 and later only)",Introduction to Machine Learning,"corecs, computationandtheworld, ai, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
MIT 6.4120 / MIT 6.804 / MIT 9.66,Computational Cognitive Science,"corecs, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 6.4550 / MIT 21M.385 / MIT 6.185,Interactive Music Systems,corecs,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 6.5210 / MIT 6.854,Advanced Algorithms,"corecs, formalreasoning, algorithms, intermediatealgorithms, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 6.5310 / MIT 6.849,Computational Geometry,"corecs, formalreasoning, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 6.5410 / MIT 18.405 / MIT 6.841,Advanced Complexity Theory,"corecs, formalreasoning, complimitations, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 6.5610 / MIT 6.857,Computer and Network Security,"corecs, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 6.5620 / MIT 6.875,Cryptography and Cryptanalysis,"corecs, formalreasoning, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 6.5660 / MIT 6.858,Comp Systems Security,"corecs, systems, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 6.5840 / MIT 6.824,Distributed Systems Engineering,"corecs, programming2, systems, advancedcs",,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 6.5940,TinyML and Efficient Deep Learning Computing,"corecs, computationandtheworld, ai, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
MIT 6.7320 / MIT 6.338j,Parallel Computing and Scientific Machine Learning,"corecs, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 6.7900 / MIT 6.867,Machine Learning,"corecs, computationandtheworld, ai, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
MIT 6.7960 / MIT 6.S898,Deep Learning,"corecs, computationandtheworld, ai, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
MIT 6.8200 / MIT 6.484,Computational Sensorimotor Learning,"corecs, computationandtheworld, ai, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
MIT 6.8611 / MIT 6.8610 / MIT 6.806 (formerly MIT 6.864),Advanced Natural Language Processing,"corecs, computationandtheworld, ai, advancedcs",Mutually exclusive with MIT 9.19.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
MIT 8.370 / MIT 18.435 / MIT 2.111,Quantum Computation,"corecs, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIT 9.19,Computational Psycholinguistics,"corecs, computationandtheworld, advancedcs",Mutually exclusive with MIT 6.806/6.864,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Neuro140 / Neuro240,,corecs,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Neuro1401,Computational Cognitive Neuroscience: Building Models of the Brain,corecs,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oxford Automata, Logic, and Games (Study Abroad)",,"corecs, formalreasoning, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Oxford Computer Architecture (Study Abroad),,"corecs, systems",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
PHY123b / ES153,Laboratory Electronics,"corecs, systems",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
PHY160,Introduction to Quantum Information,corecs,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHY260a / QSE 210a,Introduction to quantum information,"corecs, formalreasoning, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHY260b / QSE 210b,Introduction to quantum information II,"corecs, formalreasoning, advancedcs",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
STAT110 / STAT S-110,Introduction to Probability,probability,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
STAT111,Introduction to Statistical Inference,probability,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
STAT195,Statistical Machine Learning,"corecs, computationandtheworld",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
STAT210,Probability Theory and Statistical Inference I,probability,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
STAT220,Bayesian Data Analysis,probability,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
